credit_score,geography,gender,age,tenure,balance,num_of_products,has_cr_card,is_active_member,estimated_salary,exited
727,France,Female,31,5.0,52192.08,2,0,1,160383.47,0
601,Germany,Male,48,9.0,163630.76,1,0,1,41816.49,1
614,France,Female,19,5.0,97445.49,2,1,0,122823.34,0
635,Spain,Female,32,8.0,0.0,2,1,1,19367.98,1
812,Spain,Female,24,1.0,92476.88,1,0,0,83247.14,0
577,Spain,Male,51,2.0,108867.0,1,0,0,140800.66,1
632,France,Female,28,5.0,118890.81,1,0,1,145157.97,0
775,France,Female,30,10.0,191091.74,2,1,1,96170.38,0
754,Spain,Male,35,4.0,0.0,2,1,1,9658.41,0
701,Germany,Male,41,0.0,150844.94,1,0,1,127623.36,0
785,France,Male,28,6.0,0.0,2,1,0,77231.27,0
637,Germany,Male,28,3.0,123675.69,1,1,1,166458.41,0
721,France,Male,41,7.0,0.0,2,0,1,61018.85,0
654,France,Male,40,6.0,0.0,1,0,0,183872.88,1
566,Germany,Male,65,4.0,120100.41,1,1,0,107563.16,1
850,France,Male,40,6.0,97339.99,1,0,1,88815.25,0
735,France,Male,34,1.0,141796.43,1,1,0,45858.49,0
735,France,Female,53,8.0,123845.36,2,0,1,170454.93,1
686,Spain,Female,36,5.0,0.0,2,1,1,152979.14,0
517,France,Female,45,4.0,0.0,1,0,0,172674.36,1
657,Spain,Male,34,5.0,154983.98,1,1,0,27738.01,0
524,France,Male,22,9.0,0.0,2,1,0,74405.34,0
607,Spain,Female,32,7.0,0.0,3,0,1,10674.62,0
639,France,Female,60,5.0,162039.78,1,1,1,84361.72,1
710,France,Male,54,5.0,171137.62,1,1,1,167023.95,1
433,Spain,Male,34,9.0,152806.74,1,1,0,19687.99,0
572,France,Male,43,5.0,140431.98,1,1,0,26450.57,1
757,France,Female,51,1.0,0.0,1,1,1,22835.13,1
664,Spain,Male,44,7.0,77526.66,3,0,0,57338.56,1
712,France,Female,29,8.0,140170.61,1,1,1,38170.04,0
635,France,Male,27,3.0,127009.83,1,1,0,161909.95,0
655,Spain,Female,34,4.0,109783.69,2,1,0,134034.32,0
721,France,Male,46,1.0,115764.32,2,0,0,102950.79,0
640,Germany,Female,43,9.0,94752.49,1,1,0,184006.36,1
749,Spain,Male,42,9.0,222267.63,1,0,0,101108.85,1
652,France,Female,34,4.0,97435.85,2,1,1,104331.76,0
678,Germany,Female,44,2.0,98009.13,2,0,1,31384.86,0
508,France,Male,35,1.0,86893.28,1,0,0,59374.82,0
685,France,Male,23,8.0,0.0,2,1,1,112239.03,0
584,Germany,Female,46,6.0,87361.02,2,1,0,120376.87,1
564,Germany,Female,32,10.0,139875.2,2,1,0,15378.23,0
782,France,Male,34,9.0,0.0,1,1,0,183021.06,1
613,Spain,Female,32,0.0,0.0,2,0,1,126675.62,0
574,France,Male,41,1.0,0.0,2,0,0,70550.0,0
588,Spain,Male,32,3.0,109109.33,1,0,1,4993.94,0
838,Spain,Male,43,9.0,123105.88,2,1,0,145765.83,0
835,Germany,Male,18,2.0,142872.36,1,1,1,117632.63,0
508,France,Female,64,2.0,0.0,1,1,1,6076.62,0
748,Spain,Male,35,5.0,105492.53,1,1,1,150057.2,0
621,Germany,Male,27,1.0,74298.43,1,1,1,52581.96,0
850,Spain,Female,41,3.0,99945.93,2,1,0,71179.31,0
769,France,Female,27,2.0,0.0,1,1,1,57876.05,0
556,Germany,Female,31,1.0,128663.81,2,1,0,125083.29,0
629,Spain,Male,34,1.0,121151.05,1,0,0,119357.93,0
728,Germany,Female,32,9.0,127772.1,2,1,1,152643.48,0
698,France,Female,51,6.0,144237.91,4,1,0,157143.61,1
628,Germany,Female,51,9.0,155903.82,2,1,1,71159.84,0
664,Germany,Male,33,4.0,97286.16,2,1,0,143433.33,0
730,Spain,Female,43,1.0,103960.38,1,1,1,193650.16,0
644,Spain,Male,26,8.0,96659.64,2,1,1,138775.69,0
678,Germany,Male,23,10.0,115563.71,1,1,1,91633.53,0
710,Spain,Male,33,1.0,0.0,2,1,0,168313.17,0
567,France,Male,38,6.0,127678.8,2,0,0,45422.89,0
639,Germany,Female,46,10.0,110031.09,2,1,1,133995.59,0
500,France,Male,45,2.0,109162.82,1,1,1,126145.08,0
746,France,Male,35,2.0,172274.01,1,1,0,22374.97,0
658,France,Female,29,8.0,0.0,2,0,1,130461.09,0
607,France,Male,44,4.0,0.0,2,1,1,81140.09,0
654,France,Male,29,7.0,0.0,2,1,1,149184.15,0
763,Spain,Female,32,8.0,0.0,2,1,0,16725.53,0
638,Spain,Male,41,7.0,0.0,2,1,0,43889.41,0
676,France,Female,40,2.0,147803.48,1,1,0,95181.06,1
623,France,Female,39,1.0,160903.2,1,0,0,78774.36,0
712,France,Male,35,7.0,124616.23,1,1,1,69320.97,0
793,Germany,Female,34,1.0,127758.09,1,1,0,143357.03,0
521,France,Male,39,7.0,0.0,2,0,1,653.58,0
615,France,Male,45,5.0,0.0,2,1,1,164886.64,0
622,France,Female,39,8.0,83456.79,2,0,0,38882.34,0
755,France,Female,43,9.0,0.0,2,1,0,18066.69,0
443,France,Female,35,9.0,108308.0,1,1,0,129031.19,1
671,France,Female,48,8.0,115713.84,2,0,0,83210.84,0
524,Spain,Female,64,5.0,0.0,1,1,0,136079.64,1
413,France,Male,34,9.0,0.0,2,0,0,6534.18,0
664,France,Female,31,7.0,114519.57,2,0,1,79222.02,0
624,Spain,Female,34,6.0,0.0,1,1,0,582.59,1
850,France,Female,34,4.0,71379.53,2,1,1,154000.99,0
745,Germany,Male,35,1.0,98270.34,1,1,0,133617.43,0
712,France,Female,31,7.0,0.0,2,1,0,170333.38,0
649,France,Female,46,2.0,0.0,2,1,1,66602.7,0
702,Spain,Male,44,9.0,0.0,1,0,0,59207.41,1
579,Germany,Female,42,3.0,137560.38,2,1,1,85424.34,0
661,France,Female,34,0.0,0.0,2,1,0,185555.63,0
676,France,Male,35,5.0,106836.67,2,1,0,84199.78,0
626,France,Female,37,2.0,133968.96,2,1,0,148689.65,0
560,France,Female,35,1.0,0.0,2,1,0,3701.63,0
515,France,Male,65,7.0,92113.61,1,1,1,142548.33,0
628,Spain,Female,39,8.0,107553.33,1,1,0,117523.41,0
687,France,Male,38,9.0,122570.87,1,1,1,35608.88,0
591,France,Female,39,4.0,150500.64,1,1,0,14928.8,0
796,Germany,Male,40,2.0,113228.38,2,1,1,46415.09,0
542,France,Male,32,7.0,107871.72,1,1,0,125302.64,0
701,France,Male,37,8.0,130091.5,1,1,1,120031.29,0
617,France,Female,35,5.0,0.0,2,0,1,13066.3,0
628,Germany,Female,30,9.0,132351.29,2,1,1,74169.13,0
829,Germany,Male,28,3.0,132405.52,3,1,0,104889.2,1
763,France,Male,35,8.0,0.0,1,1,1,31372.91,0
652,France,Male,48,4.0,59486.31,1,1,0,163944.18,1
614,France,Female,37,8.0,75150.34,4,0,1,131766.67,1
646,Spain,Male,31,2.0,0.0,1,1,1,170821.43,1
653,Spain,Female,38,9.0,149571.94,1,1,0,118383.18,0
641,France,Male,37,6.0,0.0,2,1,0,45309.24,0
778,Germany,Female,37,0.0,105617.73,2,1,1,133699.82,1
764,France,Male,24,7.0,98148.61,1,1,0,26843.76,0
550,Germany,Female,42,10.0,128707.31,1,1,0,63092.65,1
604,France,Male,53,8.0,144453.75,1,1,0,190998.96,1
705,Spain,Male,36,1.0,111629.29,1,1,1,21807.16,0
554,France,Male,39,2.0,129709.62,1,1,0,173197.12,0
711,Spain,Male,37,9.0,0.0,2,1,0,83978.86,1
687,Germany,Female,27,9.0,152328.88,2,0,0,126494.82,0
632,Germany,Male,41,3.0,126550.7,1,0,0,177644.52,1
571,France,Male,41,3.0,0.0,1,1,1,63736.17,0
727,Germany,Male,45,6.0,114422.85,2,1,1,104678.78,1
630,France,Female,40,0.0,118633.08,1,0,1,60032.46,1
765,Germany,Female,34,8.0,136729.51,2,0,0,47058.21,0
747,Germany,Male,38,2.0,129728.6,1,1,0,89289.54,0
732,Spain,Female,67,1.0,0.0,2,1,1,177783.04,0
792,Germany,Female,29,4.0,107601.79,1,1,0,18922.18,1
600,France,Female,49,6.0,0.0,1,0,1,148087.88,1
744,Spain,Male,34,3.0,0.0,2,1,0,27244.35,0
583,France,Male,33,7.0,122531.86,1,1,0,13549.24,0
709,France,Male,49,4.0,154344.49,2,1,1,38794.57,0
639,Germany,Male,35,10.0,128173.9,2,1,0,59093.39,0
555,Spain,Male,27,5.0,0.0,2,0,0,96398.51,0
693,Germany,Male,45,2.0,116546.59,2,0,0,23140.28,1
669,Spain,Male,51,4.0,88827.53,1,0,0,85250.77,1
792,Germany,Female,59,9.0,101609.77,1,0,0,161479.19,1
737,Spain,Male,38,6.0,146282.79,2,1,0,198516.2,0
644,France,Male,37,2.0,186347.97,2,1,0,92809.73,0
699,France,Female,39,1.0,0.0,2,0,0,93826.63,0
476,France,Male,40,6.0,0.0,1,1,1,22735.45,0
722,France,Female,47,2.0,88011.4,1,1,1,90655.94,1
718,France,Female,39,8.0,0.0,2,1,1,145355.11,0
561,France,Male,34,1.0,78829.53,1,1,1,12148.2,0
570,France,Female,61,6.0,142105.35,1,1,1,45214.04,0
564,Spain,Male,37,9.0,100252.18,1,1,1,146033.52,0
690,Spain,Male,32,2.0,76087.98,1,0,1,151822.66,0
767,France,Male,36,3.0,0.0,1,0,0,65147.27,0
714,France,Male,34,10.0,0.0,2,1,1,80234.14,0
765,Germany,Male,36,8.0,92310.54,2,1,1,72924.56,0
618,France,Female,46,6.0,150213.71,1,1,0,120668.46,1
547,France,Female,35,4.0,0.0,1,1,1,133287.73,0
505,Germany,Male,43,5.0,136855.94,2,1,0,171070.52,0
551,Germany,Male,54,5.0,102994.04,1,1,0,176680.16,1
769,France,Female,31,6.0,117852.26,2,1,0,147668.64,0
716,France,Female,44,6.0,155114.9,1,0,0,133871.83,0
650,Spain,Female,25,3.0,86605.5,3,1,0,16649.31,1
628,Spain,Male,43,3.0,184926.61,1,1,0,122937.57,0
665,Germany,Male,25,5.0,153611.83,2,1,0,35321.65,0
600,Spain,Female,27,6.0,0.0,2,1,1,172031.22,0
597,Germany,Female,39,8.0,162532.14,3,1,0,36051.46,1
578,Spain,Male,40,2.0,63609.92,1,0,0,74965.61,1
679,France,Male,42,1.0,0.0,2,0,0,71823.15,0
699,Spain,Male,43,2.0,136487.86,2,1,0,82815.93,0
552,France,Male,49,4.0,0.0,1,1,1,190296.76,1
530,France,Male,52,1.0,106723.28,1,0,0,109960.4,1
678,Germany,Female,30,1.0,139676.95,2,0,1,16146.0,0
590,Spain,Female,34,6.0,0.0,2,1,0,171021.44,0
850,Germany,Female,33,7.0,134678.13,1,1,0,113177.95,0
527,Spain,Male,33,9.0,132168.28,1,0,0,98734.15,0
611,Germany,Female,36,10.0,103294.56,1,1,0,160548.12,0
701,Spain,Female,21,9.0,0.0,2,1,1,26327.42,0
662,France,Female,39,5.0,138106.75,1,0,0,19596.73,0
534,France,Female,49,7.0,0.0,1,1,0,13566.48,1
487,Germany,Female,46,4.0,135070.58,2,1,1,44244.49,1
656,France,Male,30,3.0,0.0,2,0,1,17104.0,0
595,France,Male,52,9.0,0.0,1,1,1,106340.66,1
649,Spain,Female,49,2.0,0.0,1,1,0,84863.85,1
713,France,Male,33,6.0,94598.48,1,0,0,197519.66,1
637,France,Male,27,5.0,128940.24,1,1,0,46786.92,0
686,France,Female,44,7.0,55053.62,1,1,0,181757.19,0
567,Spain,Male,40,4.0,28649.64,1,1,1,95140.62,0
807,Spain,Female,42,1.0,0.0,1,1,0,16500.66,1
701,Germany,Male,32,5.0,102500.34,1,0,0,106287.77,0
560,Spain,Female,28,1.0,0.0,2,1,1,120880.72,0
641,France,Female,42,7.0,125437.14,2,0,0,164128.58,0
605,France,Male,32,8.0,0.0,2,1,1,55724.24,0
722,Spain,Male,43,1.0,0.0,1,1,0,44560.17,1
718,France,Male,35,3.0,97560.16,1,1,1,53511.74,0
615,France,Male,64,0.0,81564.1,2,0,1,35896.09,0
715,France,Female,31,3.0,110581.29,1,1,1,94715.24,0
773,France,Male,52,4.0,0.0,1,0,1,144113.42,0
612,France,Male,41,5.0,0.0,3,0,0,151256.22,0
653,France,Female,74,0.0,121276.32,1,1,1,160348.31,0
742,France,Male,33,2.0,0.0,2,0,0,38550.4,0
669,France,Male,29,7.0,0.0,2,1,1,138145.62,0
567,Spain,Female,54,5.0,92316.31,2,1,0,158590.66,1
414,Spain,Male,60,3.0,0.0,2,1,1,93844.82,0
769,France,Male,48,2.0,96542.16,2,0,1,197885.72,0
673,Germany,Female,69,3.0,78833.15,2,1,1,37196.15,0
631,Germany,Male,40,3.0,107949.45,1,1,0,52449.62,1
540,Germany,Male,39,4.0,127278.31,1,1,1,16150.34,0
647,Germany,Female,43,3.0,122717.53,2,1,1,87000.39,0
516,Germany,Female,33,10.0,138847.9,1,1,1,127256.7,0
653,Spain,Male,35,6.0,116662.96,2,1,1,23864.21,0
767,Germany,Female,45,4.0,132746.2,2,1,0,26628.88,1
850,France,Male,19,8.0,0.0,1,1,1,68569.89,0
705,Germany,Male,42,8.0,166685.92,2,1,1,55313.51,0
749,Germany,Male,22,4.0,94762.16,2,1,1,42241.54,0
586,France,Female,28,5.0,0.0,3,1,0,170487.4,1
619,France,Female,49,9.0,145359.99,1,1,0,38186.85,0
778,Spain,Male,33,5.0,116474.28,2,1,1,32757.55,0
472,France,Male,31,4.0,58662.92,2,0,1,73322.0,0
716,Germany,Male,27,1.0,122552.34,2,1,0,67611.36,0
600,France,Female,38,9.0,0.0,2,1,1,58855.85,0
718,Spain,Male,28,6.0,0.0,2,1,0,146875.86,0
660,France,Male,38,7.0,0.0,2,0,1,146585.53,0
653,Spain,Male,55,2.0,70263.83,1,0,1,62347.71,0
521,Spain,Female,49,4.0,82940.25,2,0,0,62413.01,1
850,Spain,Male,49,1.0,0.0,1,0,0,25867.67,1
563,Germany,Male,41,2.0,100520.92,1,1,1,19412.8,1
612,France,Female,35,3.0,0.0,1,1,1,48108.72,0
555,Spain,Male,21,1.0,0.0,2,0,0,103901.35,0
494,France,Female,33,1.0,137853.0,1,0,1,90273.85,0
667,France,Female,38,6.0,144432.04,1,1,1,73963.17,1
601,France,Female,46,3.0,98202.76,1,0,0,137763.93,0
732,France,Female,43,9.0,0.0,2,1,0,183147.17,0
737,France,Female,33,4.0,0.0,2,1,0,115115.32,0
469,France,Male,33,1.0,127818.52,1,1,0,163477.22,0
751,Germany,Female,28,10.0,132932.14,2,1,1,46630.47,0
752,Germany,Female,45,3.0,105426.5,2,0,1,89773.45,0
591,France,Male,45,5.0,0.0,2,1,1,155492.87,0
583,Germany,Female,26,10.0,72835.56,2,1,0,96792.15,0
652,France,Male,26,3.0,137998.2,2,0,1,168989.77,0
753,France,Female,62,6.0,0.0,2,1,1,136398.9,0
684,France,Female,25,1.0,0.0,2,0,1,144978.47,0
677,France,Female,72,8.0,0.0,2,1,1,153604.44,0
747,France,Female,40,3.0,0.0,1,0,0,57817.84,1
599,France,Male,50,3.0,121159.65,1,0,0,4033.39,1
828,Germany,Female,25,7.0,144351.86,1,1,0,116613.26,0
732,Germany,Female,48,4.0,102962.62,1,1,0,120852.85,1
547,France,Female,48,1.0,179380.74,2,0,1,69263.1,0
516,Spain,Male,50,5.0,0.0,1,0,1,146145.93,1
554,France,Female,38,4.0,137654.05,2,1,1,172629.67,0
704,France,Male,50,4.0,165438.26,1,1,0,120770.75,1
624,France,Male,37,0.0,0.0,2,0,0,112104.55,0
841,France,Female,52,5.0,0.0,1,0,0,183239.71,1
732,France,Female,40,10.0,0.0,2,1,0,154189.08,0
707,France,Male,42,9.0,16893.59,1,1,1,77502.56,0
575,Spain,Female,37,9.0,133292.45,1,1,0,111175.09,0
659,Spain,Female,33,8.0,115409.6,1,0,1,1539.21,0
597,France,Female,41,4.0,145809.53,2,1,1,52319.26,0
612,Spain,Female,36,5.0,119799.27,2,1,0,159416.58,0
733,Germany,Male,45,2.0,113939.36,2,1,0,3218.71,0
510,France,Female,52,3.0,191665.21,1,1,1,131312.56,1
645,France,Male,42,6.0,0.0,1,0,0,149807.01,0
600,Germany,Male,57,9.0,138456.03,2,1,1,103548.25,0
575,France,Male,36,7.0,0.0,1,1,1,55868.97,1
529,France,Female,29,8.0,0.0,2,1,0,19842.11,0
695,Spain,Male,46,3.0,122549.64,1,1,1,56297.85,0
850,France,Female,55,10.0,98488.08,1,1,0,155879.57,1
671,Germany,Female,47,7.0,114603.76,2,1,0,153194.32,1
787,Germany,Male,43,0.0,132217.45,1,1,0,20955.03,1
637,Germany,Male,35,8.0,147127.81,2,1,1,84760.7,0
834,Germany,Female,68,9.0,130169.27,2,0,1,93112.2,0
656,Spain,Male,47,1.0,0.0,2,1,1,197961.93,0
466,France,Female,41,3.0,33563.95,2,1,0,178994.13,1
625,France,Male,34,6.0,0.0,2,0,0,197283.2,0
734,France,Male,37,3.0,80387.81,1,0,1,77272.62,0
752,Germany,Female,38,10.0,101648.5,2,1,0,172001.44,0
593,France,Male,50,6.0,171740.69,1,0,0,20893.61,0
699,Germany,Female,31,7.0,125837.86,2,1,0,189392.66,0
727,France,Male,18,4.0,133550.67,1,1,1,46941.41,0
544,Germany,Male,37,2.0,79731.91,1,1,1,57558.95,0
831,Germany,Male,32,9.0,80262.66,1,1,0,194867.78,0
759,France,Female,33,2.0,0.0,2,1,0,56583.88,0
649,Spain,Male,32,1.0,0.0,1,0,1,91167.19,1
664,Germany,Male,26,0.0,116244.14,2,1,1,95145.14,0
608,France,Female,47,9.0,0.0,1,1,1,126012.57,0
493,France,Male,54,3.0,167831.88,2,1,0,150159.95,1
719,Spain,Male,44,4.0,0.0,1,0,0,84972.9,1
626,France,Male,43,4.0,137638.69,1,1,0,130442.08,1
743,France,Male,71,0.0,0.0,2,0,1,29837.65,0
564,Germany,Female,44,3.0,111760.4,3,1,1,104722.47,1
512,France,Male,24,6.0,0.0,2,1,0,37654.31,0
546,Germany,Female,74,8.0,114888.74,2,1,1,66732.63,1
802,Spain,Male,38,7.0,0.0,2,0,1,57764.65,0
808,Spain,Male,25,6.0,0.0,2,0,1,23180.37,0
521,France,Male,37,2.0,0.0,2,1,1,86372.24,0
850,Spain,Male,33,3.0,100476.46,2,1,1,136539.13,0
700,Spain,Male,44,9.0,0.0,2,1,0,142287.65,0
641,Spain,Male,25,10.0,0.0,2,1,1,180808.39,0
773,France,Male,41,4.0,0.0,2,1,1,24924.92,0
755,France,Male,30,4.0,123217.66,2,0,1,144183.1,0
714,Germany,Female,45,9.0,106431.97,2,1,1,164117.69,0
538,Spain,Male,40,10.0,0.0,2,1,1,25554.4,0
719,Germany,Female,76,10.0,95052.29,1,1,0,176244.87,0
559,France,Male,34,2.0,137390.11,2,1,0,9677.0,0
729,France,Female,32,1.0,38550.06,1,0,1,179230.23,0
668,Germany,Male,37,10.0,152958.29,2,1,1,159585.61,0
665,France,Female,55,8.0,136354.16,1,1,1,93769.89,0
521,Germany,Female,29,2.0,87212.8,1,1,1,994.86,0
649,Spain,Male,36,8.0,0.0,2,1,0,161668.15,0
789,Germany,Female,37,6.0,110689.07,1,1,1,71121.04,1
827,Spain,Male,46,1.0,183276.32,1,1,1,13460.27,0
532,Germany,Male,52,3.0,110791.97,1,1,0,148704.77,1
645,France,Female,55,5.0,0.0,2,1,1,18369.33,0
679,France,Female,39,4.0,0.0,1,0,0,172939.3,1
774,France,Female,35,3.0,121418.62,1,1,1,24400.37,0
696,France,Male,34,9.0,150856.79,1,0,1,8236.78,0
579,Spain,Male,43,2.0,145843.82,1,1,1,198402.37,1
645,Germany,Female,37,2.0,136925.09,2,0,1,153400.24,0
786,France,Male,32,1.0,120452.4,2,0,0,79602.86,0
470,Spain,Male,31,4.0,55732.92,2,1,1,103792.53,0
640,Germany,Male,45,8.0,120591.19,1,0,0,195123.94,0
638,France,Male,34,0.0,133501.36,1,0,1,155643.04,0
697,France,Male,36,7.0,0.0,2,1,1,74760.32,0
661,France,Female,31,3.0,133964.3,1,1,1,166187.1,0
671,Germany,Male,28,8.0,119859.52,2,1,0,125422.66,0
755,Germany,Male,43,6.0,165048.5,3,1,0,16929.41,1
649,Spain,Male,51,1.0,0.0,1,1,1,150390.57,0
491,Germany,Female,68,1.0,95039.12,1,0,1,116471.14,1
585,Spain,Male,45,0.0,0.0,2,0,0,189683.7,0
850,Germany,Female,45,0.0,121874.89,1,0,0,6865.41,1
611,France,Male,49,3.0,0.0,2,1,1,142917.54,0
711,France,Female,81,6.0,0.0,2,1,1,72276.24,0
773,France,Male,45,8.0,96877.21,1,1,1,113950.51,0
658,France,Male,20,7.0,0.0,2,0,0,187638.34,0
581,Germany,Female,38,3.0,135157.05,1,1,1,32919.42,0
659,Germany,Male,48,4.0,123593.22,2,1,0,82469.06,1
526,France,Male,30,9.0,0.0,2,0,0,100995.68,0
563,Spain,Male,61,1.0,82182.1,1,1,0,106826.92,1
706,Germany,Female,39,8.0,112889.91,1,0,1,6723.66,0
615,France,Female,23,4.0,0.0,2,1,0,196476.19,0
705,France,Male,34,7.0,117715.84,1,1,0,2498.67,0
586,Germany,Male,32,1.0,149814.54,1,1,0,31830.06,0
708,Spain,Female,35,8.0,122570.69,1,0,0,199005.88,0
651,France,Female,34,9.0,0.0,2,1,0,138113.71,0
678,France,Female,35,4.0,0.0,1,1,0,125518.32,0
573,France,Female,23,2.0,0.0,1,1,0,122964.18,0
802,Spain,Male,41,5.0,0.0,2,1,1,134626.3,0
429,France,Male,24,4.0,95741.75,1,1,0,46170.75,0
756,Spain,Male,29,2.0,117412.19,2,1,0,4888.91,0
582,France,Male,20,4.0,0.0,1,1,1,55763.66,0
589,France,Female,46,10.0,107238.85,2,1,0,37024.28,0
560,France,Male,49,4.0,0.0,1,1,1,100075.1,1
643,France,Male,45,5.0,0.0,1,1,0,142513.5,1
699,France,Male,39,2.0,109724.38,1,1,1,180022.39,0
707,Spain,Female,35,3.0,56674.48,1,1,0,17987.4,1
692,France,Male,29,4.0,0.0,1,1,0,76755.99,1
693,France,Female,38,3.0,0.0,2,0,0,78133.48,1
687,Spain,Male,31,3.0,0.0,2,0,0,48228.1,0
697,France,Male,42,9.0,132739.26,2,0,0,174667.65,0
686,Spain,Female,35,4.0,0.0,2,1,1,159676.55,0
505,Germany,Female,37,6.0,159863.9,2,0,1,125307.87,0
663,France,Female,39,8.0,0.0,2,1,1,101168.9,0
805,Germany,Male,56,6.0,151802.29,1,1,0,46791.09,1
773,Spain,Female,41,5.0,0.0,1,1,0,28266.9,1
591,France,Female,42,10.0,0.0,2,0,0,171099.22,0
484,France,Male,41,5.0,0.0,1,1,1,74267.35,0
475,France,Female,57,1.0,0.0,2,1,0,89248.99,0
679,Spain,Female,35,8.0,119182.73,1,0,0,121210.09,0
709,France,Female,43,8.0,0.0,2,0,0,168035.62,1
559,France,Male,45,8.0,24043.45,1,0,1,169781.45,1
605,France,Female,32,5.0,0.0,2,1,1,42135.28,0
681,France,Male,47,9.0,97023.21,1,1,1,2168.13,0
719,Spain,Female,33,7.0,0.0,2,1,0,20016.59,0
573,France,Female,37,6.0,0.0,2,1,0,193995.37,0
850,Germany,Female,31,3.0,51293.47,1,0,0,35534.68,0
652,Germany,Male,35,7.0,104015.54,2,1,1,55207.88,0
745,Spain,Female,59,8.0,0.0,1,1,1,36124.98,0
750,Spain,Female,37,2.0,113817.06,1,0,0,88333.74,0
619,Spain,Female,38,6.0,0.0,2,1,1,117616.29,0
785,Spain,Female,31,2.0,121691.54,2,0,0,81778.72,0
602,France,Female,42,10.0,0.0,2,0,0,169921.11,1
701,France,Male,39,9.0,140236.98,1,0,1,146651.99,0
629,France,Male,32,9.0,0.0,2,0,1,77965.44,0
552,France,Male,29,10.0,0.0,2,1,0,12186.83,0
655,Spain,Male,34,1.0,116114.93,1,1,1,49492.15,0
546,France,Male,24,8.0,156325.38,1,1,1,125381.02,0
429,France,Male,60,7.0,0.0,2,1,1,163691.48,0
746,France,Female,29,4.0,105599.67,1,1,1,43106.17,0
482,France,Male,38,2.0,124976.19,1,1,0,35848.12,0
605,France,Female,30,8.0,135422.31,1,0,1,186418.85,0
710,Germany,Female,30,10.0,133537.1,2,1,0,155593.74,0
717,France,Male,50,9.0,90305.76,1,1,1,124626.57,0
495,Germany,Male,39,8.0,120252.02,2,1,1,10160.23,0
724,France,Female,37,10.0,68598.56,1,1,0,157862.82,0
569,Spain,Female,41,4.0,139840.36,1,1,1,163524.7,0
648,France,Male,32,0.0,0.0,1,0,1,117323.31,0
726,France,Male,34,9.0,0.0,2,0,0,14121.61,0
613,Spain,Male,19,5.0,0.0,1,1,1,176903.35,0
725,Germany,Male,19,0.0,75888.2,1,0,0,45613.75,0
595,Germany,Female,26,5.0,118547.72,1,1,1,151192.18,0
758,Germany,Female,61,8.0,125397.21,1,1,0,182184.09,1
763,France,Female,23,2.0,0.0,2,1,0,153983.99,0
537,Spain,Female,33,7.0,136082.0,1,1,0,62746.54,0
777,France,Male,29,2.0,0.0,2,1,0,124489.88,0
617,France,Female,79,7.0,0.0,1,1,1,160589.18,0
737,Germany,Female,22,10.0,111543.26,2,0,0,106327.85,0
519,France,Male,36,9.0,0.0,2,0,1,145562.4,0
450,Spain,Male,25,9.0,74237.2,2,0,1,195463.35,0
659,France,Female,56,9.0,123785.24,1,1,0,99504.03,1
741,Germany,Female,19,8.0,108711.57,2,1,0,24857.25,0
656,France,Female,48,9.0,0.0,2,1,1,85240.61,1
559,France,Male,28,3.0,141099.43,1,1,1,15607.27,0
712,France,Male,23,2.0,0.0,2,0,1,66795.78,0
667,Spain,Male,39,9.0,0.0,2,1,0,68873.8,0
690,France,Female,26,5.0,157624.84,1,1,1,49599.27,0
485,France,Male,29,7.0,182123.79,1,1,0,116828.51,1
495,Spain,Female,42,7.0,0.0,2,0,0,130404.53,0
633,France,Female,26,8.0,124281.84,1,1,1,60116.57,0
585,Germany,Male,50,2.0,125845.66,1,1,0,9439.31,1
739,France,Male,40,8.0,0.0,2,0,0,173321.65,0
679,Germany,Female,50,6.0,132598.38,2,1,1,184017.98,0
658,France,Male,31,5.0,100082.14,1,0,1,49809.88,0
698,Germany,Male,56,1.0,112414.81,2,0,0,93982.02,1
540,France,Male,41,3.0,0.0,2,1,0,121098.65,0
430,France,Male,35,1.0,118894.22,1,0,0,2923.61,0
815,Spain,Female,57,5.0,0.0,3,0,0,38941.44,1
530,France,Female,45,1.0,0.0,1,0,1,190663.89,1
564,Germany,Female,33,2.0,115761.51,1,0,1,112350.21,1
630,France,Male,28,9.0,0.0,2,0,0,32599.35,0
665,France,Male,35,8.0,110934.54,1,1,0,169287.99,0
724,France,Female,40,6.0,110054.45,1,1,1,86950.72,0
589,Spain,Female,45,1.0,0.0,1,0,0,125939.22,1
569,Germany,Female,28,3.0,100032.52,1,1,0,5159.21,1
605,France,Female,28,6.0,0.0,2,0,0,159508.52,0
691,Germany,Male,38,9.0,163965.69,2,0,1,103511.26,0
516,Germany,Male,32,3.0,145166.09,2,0,0,111421.45,0
740,France,Female,30,8.0,105209.54,1,1,0,1852.58,0
693,Spain,Male,47,8.0,107604.66,1,1,1,80149.27,0
581,Spain,Male,43,9.0,78022.61,1,0,1,30662.91,0
587,Germany,Female,49,7.0,155393.98,2,1,0,13308.2,1
580,Germany,Male,24,1.0,133811.78,1,1,0,17185.95,1
603,France,Female,24,3.0,0.0,1,1,1,198826.03,1
599,Spain,Male,36,4.0,0.0,2,0,0,13210.56,0
666,France,Male,36,3.0,0.0,2,1,0,35156.54,0
621,Spain,Male,33,4.0,0.0,2,1,1,40299.23,0
753,France,Female,40,0.0,3768.69,2,1,0,177065.24,1
696,Germany,Female,35,4.0,174902.26,1,1,0,69079.85,0
596,Spain,Female,54,0.0,78126.28,1,1,1,153482.91,1
